,movie_link,title,description,genres,date_released
7620,m/heavy_traffic,Heavy Traffic,Ralph Bakshi's semiautobiographical account of the life and times of a struggling inner-city cartoonist.,"Action & Adventure, Animation, Comedy, Drama",1973-01-01
7026,m/girl_most_likely_2013,Girl Most Likely,"After losing her job and her boyfriend, a woman (Kristen Wiig) moves in with her estranged mother (Annette Bening) and finds an assortment of strange characters inhabiting the home.",Comedy,2013-07-19
3728,m/blinded_by_the_light,Blinded by the Light,"Javed is a Pakistani teenager who experiences racial and economic turmoil while living in Luton, England, in 1987. He writes poetry as a way to escape the intolerance of his hometown and the stubborn views of his traditional father. When a classmate introduces him to the music of Bruce Springsteeen, Javed sees parallels between the singer's powerful lyrics and his own working-class environment. Springsteen's melodies soon inspire Javed to find his own voice and follow his dreams.","Comedy, Drama",2019-08-16
4365,m/cat_run,Cat Run,Two bumbling detectives have to protect a high-end escort who withholds key evidence to a government cover-up from a ruthless assassin.,"Action & Adventure, Comedy, Drama",2011-04-01
9133,m/kyun_ho_gaya_na,Kyun...! Ho Gaya Na,A young woman (Aishwarya Rai) and her new beau (Vivek Oberoi) have opposing views on love and marriage.,"Art House & International, Comedy, Drama",2004-08-13
14790,m/the_dark_red,The Dark Red,"After claiming that her newborn was stolen by a cult, a young woman is committed to a psychiatric hospital.","Horror, Mystery & Suspense",2020-03-06
8066,m/i_am_number_four,I Am Number Four,"John Smith (Alex Pettyfer) seems like an ordinary teenager, but he is an alien on the run from merciless enemies hunting him and the eight others like him. Always changing his identity and moving to different towns with his guardian, Henri (Timothy Olyphant), John has no real past and no true home. However, in the small Ohio town where he now lives, he discovers love, powerful new abilities, and a connection to others of his kind.","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",2011-02-18
14469,m/the_33,The 33,"Disaster strikes on Aug. 5, 2010, as a copper and gold mine collapses in Chile, trapping 33 men underground. With more than 2,000 feet of rock in their way, members of a rescue team work tirelessly for 69 days to save the seemingly doomed crew. Beneath the rubble, the miners begin an epic quest to survive, contending with suffocating heat and the need for food and water. With family, friends and the rest of the world watching, it becomes a race against time and a true test of the human spirit.",Drama,2015-11-13
3034,m/avp2,Aliens vs. Predator: Requiem (AVP 2),"Residents (Steven Pasquale, Reiko Aylesworth, John Ortiz) of Gunnison, Colorado, are caught up in the crossfire when two deadly extraterrestrial species bring their longstanding conflict to Earth. On the one side, nearly indestructible Aliens; on the other, a lone Predator whose mission is to wipe out all traces of the Alien infestation from Earth, no matter who gets in the way.","Action & Adventure, Horror, Science Fiction & Fantasy",2007-12-25
12349,m/red_corner,Red Corner,"Hotshot American corporate lawyer Jack Moore (Richard Gere) travels to China, representing a U.S. entertainment conglomerate that is seeking to forge a satellite TV agreement. He has a one-night stand with a young Chinese woman and wakes up in the morning beside a corpse and surrounded by evidence that he murdered the woman. He manages to convince his attorney, Shen Yuelin (Bai Ling), that he's not guilty, and together they uncover hidden evidence of a labyrinthine plot targeting Moore.","Action & Adventure, Drama, Mystery & Suspense",1997-10-31
5574,m/divorce_american_style,Divorce American Style,"Suburban couple Richard Harmon (Dick Van Dyke) and his wife, Barbara (Debbie Reynolds), have exhausted their patience in their marriage. Bored and no closer to fixing their problems through counseling, the couple opts to divorce, and the proceeding tug-of-war over children, money and possessions reveals that maintaining their marriage was far easier than ending it. Along the way are attempts for both at new relationships, with the subject of alimony playing a hidden role in matters.","Classics, Comedy",1967-01-01
10440,m/miral,Miral,"In 1948, a woman named Hind Husseini (Hiam Abbass) transforms her father's home into an orphanage and school for Palestinian children, naming it the Dar al-Tifel Institute. Many years later, a teenager named Miral (Freida Pinto), who has grown up immersed in the institute's peaceful ways, goes to a refugee camp as a teacher. When she falls in love with a zealous political activist, Miral must choose between violence and the peaceful path that her mentor, Mama Hind, taught her.","Art House & International, Drama",2011-03-25
6569,m/flushed_away,Flushed Away,"After an ignoble landing in Ratropolis, a pampered rodent (Hugh Jackman) enlists the help of a sewer scavenger (Kate Winslet) in finding his way back to his posh London flat. Getting home is not the only problem, however; a rodent-hating toad (Ian McKellen) wants his notorious cousin, Le Frog (Jean Reno), to exterminate the pair.","Animation, Comedy, Kids & Family",2006-11-03
3198,m/barkleys_of_broadway,The Barkleys of Broadway,"Josh (Fred Astaire) and Dinah Barkley (Ginger Rogers) are a famous musical theater duo, but an argument on the opening night of their newest Broadway show reveals previously unspoken resentments. Dinah feels overshadowed by Josh, so when flirtatious playwright Jacques Pierre Barredout (Jacques François) suggests she play the lead in his new drama about Sarah Bernhardt, she separates from Josh and endeavors to become a serious actress. Can producer Ezra Miller (Oscar Levant) reunite the duo?","Classics, Comedy, Musical & Performing Arts, Romance",1949-05-04
9071,m/knight_and_day,Knight & Day,"June Havens (Cameron Diaz) chats up her charming seatmate on a flight out of Kansas, but she doesn't realize that she will soon land in the middle of an international adventure. The fellow passenger, Roy Miller (Tom Cruise), is a covert operative who claims he has been set up to take a fall. Now his reluctant partner, June must dodge bullets in Boston, leap rooftops in Austria and evade bulls in Spain, while she and Roy learn that trust is the most important survival skill.","Action & Adventure, Comedy",2010-06-23
12881,m/savages,The Savages,"Wendy Savage (Laura Linney), a struggling playwright, has little to do with her brother, Jon (Philip Seymour Hoffman), a college professor and author. However, the siblings must find a way to work together when their father, Lenny (Philip Bosco), slides into senility and must be placed in a nursing home.","Comedy, Drama",2007-11-28
13885,m/stevie,Stevie,"After not seeing his younger friend for several years, documentary director Steve James decides to catch up with the Illinois boy he once mentored. No longer the nerdy preteen James once knew, Stephen Fielding is now a damaged adult who has had repeated problems with the law. While reproaching himself for not maintaining a closer relationship with his old friend, James tries to understand Fielding's evolution from abused child to a man convicted of serious crimes.","Documentary, Special Interest",2003-04-11
3928,m/boy_2012,Boy,A New Zealand youth (James Rolleston) finds that his father (Taika Waititi) is a far cry from the heroic adventurer he's imagined the man to be.,"Comedy, Drama",2012-03-02
17256,m/where_the_wild_things_are,Where the Wild Things Are,"Feeling misunderstood at home and at school, mischievous Max (Max Records) escapes to the land of the Wild Things, majestic -- and sometimes fierce -- creatures. They allow Max to become their leader, and he promises to create a kingdom where everyone will be happy. However, Max soon finds that being king is not easy and that, even being with the Wild Things, there is something missing.","Action & Adventure, Animation, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",2009-10-16
11214,m/novitiate,Novitiate,A 17-year-old trains to become a nun as the Roman Catholic Church undergoes radical changes in the early 1960s.,Drama,2017-10-27
3152,m/balls_of_fury,Balls of Fury,"A hard fall from grace strips Randy Daytona (Dan Fogler) of being considered a pingpong phenomenon. Now he must bounce back to take on an undercover assignment for the government. The FBI wants him to enter a tournament sponsored by Feng (Christopher Walken), a ping-pong enthusiast and notorious criminal. Randy must get the goods on Feng and bring him to justice.","Action & Adventure, Comedy",2007-08-29
4465,m/chasers,Chasers,"Military men Rock Reilly (Tom Berenger) and Eddie Devane (William McNamara) are tasked with taking a prisoner, blonde bombshell Toni Johnson (Erika Eleniak), on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates. She tries to escape via a restroom, a theme-park ride and a convertible. But, when Rock and Eddie find they're impressed by Toni's pluck, the nature of their task changes.",Comedy,1994-04-22
13976,m/streets_of_fire,Streets of Fire,"Raven Shaddock (Willem Dafoe), along with his gang of merciless biker friends, kidnaps rock singer Ellen Aim (Diane Lane). Ellen's former lover, soldier-for-hire Tom Cody (Michael Paré), happens to be passing through town on a visit. In an attempt to save his star act, Ellen's manager, Billy Fish (Rick Moranis), hires Tom to rescue Ellen. Billy and Tom, along with former soldier McCoy (Amy Madigan), battle through dangerous cityscapes, determined to get Ellen back.","Action & Adventure, Drama, Musical & Performing Arts",1984-06-01
